1.000000000000000000e+00,6.947473049163818359e+00,1.000000000000000000e+00,1.004615000000000009e+02,1.491644470214843743e+01,1.000000000000000000e+00
1.000000000000000000e+00,7.292064666748046875e+00,1.000000000000000000e+00,9.926649999999999352e+01,1.484967823028564382e+01,1.000000000000000000e+00
1.000000000000000000e+00,7.103558063507080078e+00,1.000000000000000000e+00,9.925100000000000477e+01,1.482548057556152266e+01,1.000000000000000000e+00
1.000000000000000000e+00,6.082873344421386719e+00,1.000000000000000000e+00,9.382150000000000034e+01,1.431879112243652408e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.772631683349609375e+02,2.000000000000000000e+00,1.066219999999999999e+02,1.582088645935058580e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.767008514404296875e+02,2.000000000000000000e+00,1.100384999999999991e+02,1.599210494995117138e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.780278778076171875e+02,2.000000000000000000e+00,1.110849999999999937e+02,1.605734790802002010e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.763997955322265625e+02,2.000000000000000000e+00,1.721699999999999875e+01,6.372380800247192667e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.767356719970703125e+02,2.000000000000000000e+00,1.724149999999999849e+01,6.366147079467773473e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.757787322998046875e+02,2.000000000000000000e+00,1.730949999999999989e+01,6.360509405136108185e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.753833007812500000e+02,2.000000000000000000e+00,1.704749999999999943e+01,6.341221561431884979e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.000382900238037109e+00,1.000000000000000000e+00,1.709649999999999892e+01,6.292924995422363388e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.737303314208984375e+02,2.000000000000000000e+00,1.682750000000000057e+01,6.307184162139892969e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.713108367919921875e+02,2.000000000000000000e+00,1.684700000000000131e+01,6.317721958160400497e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.677429046630859375e+02,2.000000000000000000e+00,1.690050000000000097e+01,6.444607229232787837e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.739508666992187500e+02,1.000000000000000000e+00,1.752850000000000108e+01,6.430256881713867223e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.705641174316406250e+02,1.000000000000000000e+00,1.746150000000000091e+01,6.437965888977050355e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.736702880859375000e+02,1.000000000000000000e+00,1.826450000000000173e+01,6.543452463150024379e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.730359649658203125e+02,1.000000000000000000e+00,1.757700000000000173e+01,6.473206577301025000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.721596069335937500e+02,2.000000000000000000e+00,1.728300000000000125e+01,6.424546604156494034e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.764018249511718750e+02,2.000000000000000000e+00,1.685450000000000159e+01,6.365887756347656357e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.767148284912109375e+02,2.000000000000000000e+00,1.680949999999999989e+01,6.375388278961181321e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.764044189453125000e+02,2.000000000000000000e+00,1.630750000000000099e+01,6.329219875335692969e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.785122528076171875e+02,2.000000000000000000e+00,1.690850000000000009e+01,6.356555099487304794e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.699054956436157227e+00,2.000000000000000000e+00,1.739049999999999940e+01,6.383911972045898331e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.836351871490478516e+00,2.000000000000000000e+00,1.734199999999999875e+01,6.393432254791259872e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.012368202209472656e+00,2.000000000000000000e+00,1.805450000000000088e+01,6.432127380371094105e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.166379928588867188e+00,2.000000000000000000e+00,1.756449999999999889e+01,6.389058895111084269e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.134958744049072266e+01,2.000000000000000000e+00,1.872850000000000037e+01,6.472987213134765661e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.107366180419921875e+01,2.000000000000000000e+00,1.849200000000000088e+01,6.492324829101562500e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.139404296875000000e+00,2.000000000000000000e+00,1.917350000000000065e+01,6.520789184570312536e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.119840145111083984e+00,2.000000000000000000e+00,1.944750000000000156e+01,6.585813064575194886e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.399369239807128906e+00,2.000000000000000000e+00,2.017999999999999972e+01,6.746264286041260050e+00,1.000000000000000000e+00
1.000000000000000000e+00,4.253416061401367188e+00,2.000000000000000000e+00,2.056550000000000011e+01,6.840308246612548437e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.794829101562500000e+02,2.000000000000000000e+00,2.039849999999999852e+01,6.884209594726562464e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.037451934814453125e+01,1.000000000000000000e+00,2.050600000000000023e+01,6.839820413589477788e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.769816894531250000e+02,2.000000000000000000e+00,1.811170499999999947e+03,6.591571563720702898e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.771127319335937500e+02,2.000000000000000000e+00,1.944950000000000045e+01,6.810654315948486470e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.727128906250000000e+02,2.000000000000000000e+00,1.904550000000000054e+01,6.746827049255371023e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.730812683105468750e+02,2.000000000000000000e+00,1.780300000000000082e+01,6.561286258697509588e+00,1.000000000000000000e+00
