1.000000000000000000e+00,9.009522247314453125e+01,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.059845962524414062e+02,3.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.113222732543945312e+02,3.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.070257720947265625e+02,3.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.134172363281250000e+02,3.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.134179306030273438e+02,3.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.302320861816406250e+01,3.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,8.735414886474609375e+01,5.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,8.809420776367187500e+01,4.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,9.184977722167968750e+01,4.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,9.442359924316406250e+01,4.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,8.994587707519531250e+01,4.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,8.638219451904296875e+01,4.000000000000000000e+00,3.000000000000000000e+00
1.000000000000000000e+00,8.947139739990234375e+01,5.000000000000000000e+00,3.000000000000000000e+00
1.000000000000000000e+00,8.966397857666015625e+01,5.000000000000000000e+00,3.000000000000000000e+00
1.000000000000000000e+00,8.902567291259765625e+01,5.000000000000000000e+00,3.000000000000000000e+00
1.000000000000000000e+00,8.825578308105468750e+01,5.000000000000000000e+00,3.000000000000000000e+00
1.000000000000000000e+00,8.866423034667968750e+01,5.000000000000000000e+00,3.000000000000000000e+00
1.000000000000000000e+00,9.655339050292968750e+01,5.000000000000000000e+00,4.000000000000000000e+00
1.000000000000000000e+00,9.591198730468750000e+01,6.000000000000000000e+00,4.000000000000000000e+00
1.000000000000000000e+00,9.685700225830078125e+01,6.000000000000000000e+00,4.000000000000000000e+00
1.000000000000000000e+00,9.523645019531250000e+01,6.000000000000000000e+00,4.000000000000000000e+00
1.000000000000000000e+00,9.355920410156250000e+01,5.000000000000000000e+00,4.000000000000000000e+00
1.000000000000000000e+00,9.695970916748046875e+01,6.000000000000000000e+00,4.000000000000000000e+00
1.000000000000000000e+00,8.550859832763671875e+01,6.000000000000000000e+00,5.000000000000000000e+00
1.000000000000000000e+00,9.996261596679687500e+01,7.000000000000000000e+00,5.000000000000000000e+00
1.000000000000000000e+00,1.001045684814453125e+02,7.000000000000000000e+00,5.000000000000000000e+00
1.000000000000000000e+00,9.753462982177734375e+01,7.000000000000000000e+00,5.000000000000000000e+00
1.000000000000000000e+00,9.982826995849609375e+01,7.000000000000000000e+00,5.000000000000000000e+00
1.000000000000000000e+00,9.937023925781250000e+01,7.000000000000000000e+00,5.000000000000000000e+00
1.000000000000000000e+00,1.684264526367187500e+02,4.000000000000000000e+00,6.000000000000000000e+00
1.000000000000000000e+00,1.555356292724609375e+02,4.000000000000000000e+00,6.000000000000000000e+00
1.000000000000000000e+00,1.612927856445312500e+02,4.000000000000000000e+00,6.000000000000000000e+00
1.000000000000000000e+00,1.623263854980468750e+02,4.000000000000000000e+00,6.000000000000000000e+00
1.000000000000000000e+00,1.644413452148437500e+02,4.000000000000000000e+00,6.000000000000000000e+00
1.000000000000000000e+00,1.067945938110351562e+02,6.000000000000000000e+00,7.000000000000000000e+00
1.000000000000000000e+00,1.102936630249023438e+02,5.000000000000000000e+00,7.000000000000000000e+00
1.000000000000000000e+00,1.097000656127929688e+02,5.000000000000000000e+00,7.000000000000000000e+00
1.000000000000000000e+00,1.066324310302734375e+02,6.000000000000000000e+00,7.000000000000000000e+00
1.000000000000000000e+00,1.069865951538085938e+02,6.000000000000000000e+00,7.000000000000000000e+00
1.000000000000000000e+00,9.137180328369140625e+01,6.000000000000000000e+00,8.000000000000000000e+00
1.000000000000000000e+00,9.469378662109375000e+01,6.000000000000000000e+00,8.000000000000000000e+00
1.000000000000000000e+00,9.521408081054687500e+01,6.000000000000000000e+00,8.000000000000000000e+00
1.000000000000000000e+00,9.539202117919921875e+01,6.000000000000000000e+00,8.000000000000000000e+00
1.000000000000000000e+00,9.669823455810546875e+01,5.000000000000000000e+00,8.000000000000000000e+00
1.000000000000000000e+00,8.953664398193359375e+01,6.000000000000000000e+00,9.000000000000000000e+00
1.000000000000000000e+00,7.662123870849609375e+01,5.000000000000000000e+00,9.000000000000000000e+00
1.000000000000000000e+00,9.038113403320312500e+01,6.000000000000000000e+00,9.000000000000000000e+00
1.000000000000000000e+00,8.973767089843750000e+01,6.000000000000000000e+00,9.000000000000000000e+00
1.000000000000000000e+00,8.962739562988281250e+01,6.000000000000000000e+00,9.000000000000000000e+00
