1.000000000000000000e+00,1.004615000000000000e+05,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.926650000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.925100000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.382150000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.066220000000000000e+05,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.100385000000000000e+05,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.110850000000000000e+05,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.721700000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.724150000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.730950000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.704750000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.709650000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.682750000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.684700000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.690050000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.752850000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.746150000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.826450000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.757700000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.728300000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.685450000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.680950000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.630750000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.690850000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.739050000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.734200000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.805450000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.756450000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.872850000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.849200000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.917350000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.944750000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.018000000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.056550000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
