1.000000000000000000e+00,6.947473049163818137e-01,1.000000000000000000e+00,6.734949380097951632e+01,1.000000000000000000e+00
1.000000000000000000e+00,7.292064666748047097e-01,1.000000000000000000e+00,6.684757639902782955e+01,1.000000000000000000e+00
1.000000000000000000e+00,7.103558063507080522e-01,1.000000000000000000e+00,6.694622780971187126e+01,1.000000000000000000e+00
1.000000000000000000e+00,6.082873344421386719e-01,1.000000000000000000e+00,6.552333866578192101e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.772631683349609233e+01,2.000000000000000000e+00,6.739318954974449127e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.767008514404296804e+01,2.000000000000000000e+00,6.880801517022058533e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.780278778076171875e+01,2.000000000000000000e+00,6.918016638632919069e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.763997955322265554e+01,2.000000000000000000e+00,2.701815936569913035e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.767356719970702983e+01,2.000000000000000000e+00,2.708310031919877403e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.757787322998046875e+01,2.000000000000000000e+00,2.721401525799582544e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.753833007812500000e+01,2.000000000000000000e+00,2.688362145187460683e+01,1.000000000000000000e+00
1.000000000000000000e+00,7.000382900238036887e-01,1.000000000000000000e+00,2.716781149058098777e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.737303314208984517e+01,2.000000000000000000e+00,2.667989322558609189e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.713108367919921804e+01,2.000000000000000000e+00,2.666625741298929242e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.677429046630859233e+01,2.000000000000000000e+00,2.622425137615710966e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.739508666992187358e+01,1.000000000000000000e+00,2.725940864018499354e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.705641174316406250e+01,1.000000000000000000e+00,2.712269729464893686e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.736702880859375142e+01,1.000000000000000000e+00,2.791263496274786249e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.730359649658203125e+01,1.000000000000000000e+00,2.715346681756702196e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.721596069335937429e+01,2.000000000000000000e+00,2.690150926575644164e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.764018249511718750e+01,2.000000000000000000e+00,2.647627580802657121e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.767148284912109446e+01,2.000000000000000000e+00,2.636623726192716433e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.764044189453125000e+01,2.000000000000000000e+00,2.576541867908337125e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.785122528076171733e+01,2.000000000000000000e+00,2.660009979519217183e+01,1.000000000000000000e+00
1.000000000000000000e+00,2.699054956436157116e-01,2.000000000000000000e+00,2.724113376899641281e+01,1.000000000000000000e+00
1.000000000000000000e+00,5.836351871490478294e-01,2.000000000000000000e+00,2.712471065444362139e+01,1.000000000000000000e+00
1.000000000000000000e+00,7.012368202209472434e-01,2.000000000000000000e+00,2.806925132592502692e+01,1.000000000000000000e+00
1.000000000000000000e+00,8.166379928588867188e-01,2.000000000000000000e+00,2.749152932905404612e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.134958744049072266e+00,2.000000000000000000e+00,2.893331839432150332e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.107366180419921964e+00,2.000000000000000000e+00,2.848286320658266746e+01,1.000000000000000000e+00
1.000000000000000000e+00,7.139404296875000444e-01,2.000000000000000000e+00,2.940364955421179971e+01,1.000000000000000000e+00
1.000000000000000000e+00,5.119840145111084206e-01,2.000000000000000000e+00,2.952938355418447003e+01,1.000000000000000000e+00
1.000000000000000000e+00,6.399369239807128906e-01,2.000000000000000000e+00,2.991285123791336176e+01,1.000000000000000000e+00
1.000000000000000000e+00,4.253416061401367188e-01,2.000000000000000000e+00,3.006516557230359865e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.794829101562499929e+01,2.000000000000000000e+00,2.963085263357705657e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.037451934814453081e+00,1.000000000000000000e+00,2.998031930671499978e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.769816894531249929e+01,2.000000000000000000e+00,2.747706647028588236e+02,1.000000000000000000e+00
1.000000000000000000e+00,1.771127319335937500e+01,2.000000000000000000e+00,2.855746173235539231e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.727128906249999929e+01,2.000000000000000000e+00,2.822882498833581266e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.730812683105468608e+01,2.000000000000000000e+00,2.713339930322457505e+01,1.000000000000000000e+00
1.000000000000000000e+00,5.208649635314941406e-01,1.000000000000000000e+00,2.727448295883920437e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.441522035747766495e-03,1.000000000000000000e+00,2.649405292761091957e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.217940449714660645e-01,1.000000000000000000e+00,2.620056796923911691e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.695840606689453267e+01,2.000000000000000000e+00,2.582004688774601675e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.737562713623047017e+01,2.000000000000000000e+00,2.612482401704586366e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.766521606445312642e+01,2.000000000000000000e+00,2.628697441473084595e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.752583465576172017e+01,2.000000000000000000e+00,2.618365924310334236e+01,1.000000000000000000e+00
1.000000000000000000e+00,3.342767953872680664e-01,2.000000000000000000e+00,2.695947086884009636e+01,1.000000000000000000e+00
1.000000000000000000e+00,2.027904272079467662e-01,2.000000000000000000e+00,2.764667500966420022e+01,1.000000000000000000e+00
1.000000000000000000e+00,3.922323465347289928e-01,2.000000000000000000e+00,2.859515364418519567e+01,1.000000000000000000e+00
1.000000000000000000e+00,8.684657287597655539e+00,3.000000000000000000e+00,5.698835820420747211e+01,2.000000000000000000e+00
1.000000000000000000e+00,8.761294555664061789e+00,3.000000000000000000e+00,5.519787608025962555e+01,2.000000000000000000e+00
